Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
911,1,bagEarth,0.5428954237,11.23998503,,,,,,,,,,
3498,1,bagEarth,0.5426857757,11.90204705,,,,,,,,,,
573,1,bagEarth,0.5424978327,11.397058,,,,,,,,,,
1908,1,bagEarth,0.5424679727,11.32366163,,,,,,,,,,
3772,1,bagEarth,0.5424446958,11.56622549,,,,,,,,,,
3052,1,bagEarth,0.5424170348,11.34157265,,,,,,,,,,
1021,1,bagEarth,0.5423377891,11.37768845,,,,,,,,,,
2235,1,bagEarth,0.5423304027,11.55730824,,,,,,,,,,
1813,1,bagEarth,0.5423219767,11.42051642,,,,,,,,,,
677,1,bagEarth,0.5422694944,11.77975153,,,,,,,,,,
1869,1,bagEarth,0.5422103598,11.35530025,,,,,,,,,,
2140,1,bagEarth,0.5419982672,11.53308692,,,,,,,,,,
323,1,bagEarth,0.5419418156,11.67248584,,,,,,,,,,
3377,1,bagEarth,0.5417421455,11.5310447,,,,,,,,,,
1472,1,bagEarth,0.5417325438,11.33366877,,,,,,,,,,
453,1,bagEarth,0.5417135268,11.74757231,,,,,,,,,,
2422,1,bagEarth,0.5416824097,11.44498155,,,,,,,,,,
2158,1,bagEarth,0.5416823695,11.05638752,,,,,,,,,,
1100,1,bagEarth,0.541583763,11.04534159,,,,,,,,,,
181,1,bagEarth,0.5415191125,11.69375738,,,,,,,,,,
391,1,bagEarth,0.5414299044,11.52731632,,,,,,,,,,
929,1,bagEarth,0.5411953782,11.7977324,,,,,,,,,,
2024,1,bagEarth,0.5411107156,11.85335129,,,,,,,,,,
3649,1,bagEarth,0.5410434518,11.21073181,,,,,,,,,,
1852,1,bagEarth,0.5410240265,11.282927,,,,,,,,,,
3247,1,bagEarth,0.5410022653,11.66514646,,,,,,,,,,
351,1,bagEarth,0.5407400296,11.78015908,,,,,,,,,,
2690,1,bagEarth,0.5405202796,11.7164091,,,,,,,,,,
