"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
141,"avNNet",0.5656227169435,0.026396677098343,0.0330710819716369,141,1,"full_before_split","split_separate"
142,"avNNet",0.532566269667151,0.0269367565839365,0.0342957275731603,142,1,"full_before_split","split_separate"
143,"avNNet",0.525348624138485,0.0291443942862934,0.0355207432011771,143,1,"full_before_split","split_separate"
144,"avNNet",0.590188185234493,0.0265034766813274,0.0335128024375658,144,1,"full_before_split","split_separate"
145,"avNNet",0.689643033560222,0.0219889399471888,0.0285272130176979,145,1,"full_before_split","split_separate"
146,"avNNet",0.577476739064509,0.0272152516849811,0.0337440088991766,146,1,"full_before_split","split_separate"
147,"avNNet",0.542111547904422,0.0261556627390107,0.0332817400829521,147,1,"full_before_split","split_separate"
148,"avNNet",0.572478976828311,0.0290676211342375,0.0353692635838785,148,1,"full_before_split","split_separate"
149,"avNNet",0.599589444892793,0.0259060795003291,0.0316534931009019,149,1,"full_before_split","split_separate"
150,"avNNet",0.607461489010465,0.0267264377453035,0.0339153003874196,150,1,"full_before_split","split_separate"
151,"avNNet",0.659555488688355,0.0250280055303599,0.0307872344717544,151,1,"full_before_split","split_separate"
152,"avNNet",0.577429076304294,0.0270242365218604,0.0353776021934036,152,1,"full_before_split","split_separate"
153,"avNNet",0.529306978465181,0.0281486509704395,0.0346258727052952,153,1,"full_before_split","split_separate"
154,"avNNet",0.610898662537481,0.0268931739794415,0.0337052327082798,154,1,"full_before_split","split_separate"
155,"avNNet",0.597118684423722,0.0258297013594041,0.0324358345101793,155,1,"full_before_split","split_separate"
156,"avNNet",0.504872437546332,0.029500724090171,0.0371493245985153,156,1,"full_before_split","split_separate"
157,"avNNet",0.645500127544826,0.0255355530583475,0.0314146634569073,157,1,"full_before_split","split_separate"
158,"avNNet",0.654477959840555,0.026364760548459,0.0332374978150925,158,1,"full_before_split","split_separate"
159,"avNNet",0.459529095302859,0.0323395989432926,0.0391926848772525,159,1,"full_before_split","split_separate"
160,"avNNet",0.593632965446283,0.0270378184780195,0.0339128055975626,160,1,"full_before_split","split_separate"
161,"avNNet",0.56891365986026,0.0275516407529052,0.0357634562964315,161,1,"full_before_split","split_separate"
162,"avNNet",0.586234681887759,0.0252119728668405,0.0321804794570894,162,1,"full_before_split","split_separate"
163,"avNNet",0.612935287942091,0.0252108939249535,0.0318779484666389,163,1,"full_before_split","split_separate"
164,"avNNet",0.540808810519997,0.0293930908403834,0.0363990631176019,164,1,"full_before_split","split_separate"
165,"avNNet",0.50620753468949,0.0279565685639153,0.035847830160374,165,1,"full_before_split","split_separate"
166,"avNNet",0.544226095520496,0.0273982796284252,0.0344386970159242,166,1,"full_before_split","split_separate"
167,"avNNet",0.629042580290149,0.024873372192273,0.0331054683199334,167,1,"full_before_split","split_separate"
168,"avNNet",0.563565444604417,0.026191858614603,0.0329323438939066,168,1,"full_before_split","split_separate"
169,"avNNet",0.699452036175356,0.0240154622708273,0.0299825508659913,169,1,"full_before_split","split_separate"
170,"avNNet",0.59618052113621,0.0285131821769387,0.0346123352402057,170,1,"full_before_split","split_separate"
171,"avNNet",0.495591423810361,0.0278998402852175,0.0364144697811759,171,1,"full_before_split","split_separate"
